145,2011-05-01 21:38:00,42.20592 93.51299,most times I am just a fool...at least someone is laughing
145,2011-05-01 21:38:00,42.21447 93.3724,sciatica is a bundle of fun.
114,2011-05-01 22:15:00,42.21817 93.39721,All I see walking down the hallway is our Special Events Manager struggling w/ a bag of stuffed flashes (eagles). It's time for Basketba
39,2011-05-01 22:42:00,42.22243 93.33845,Die tuinman met zijn aardappels en vlecht  moet dat echt in Zomergasten? Een gemiddelde aflevering van de Pfaffs is spannender.
39,2011-05-01 22:42:00,42.18262 93.29851,the ball just hit 6 inches foul. and Tim McCarver was begging the ump basically to call it fair. WTF IS WRONG WITH YOU
39,2011-05-01 22:43:00,42.21712 93.42312,Dinner with Schmucks is pee my pants hilarious...well  almost. =D
99,2011-05-01 23:50:00,42.22449 93.36081,#BBL CLEANING
69,2011-05-02 00:29:00,42.22449 93.19626,Zero protection against speculative trading of infrastructure critical commodities  EU economic crisis  G-172 humanitarian emergency dee
158,2011-05-02 04:37:00,42.24601 93.32567,One thing yu don't do is ignor me...#subtweet
61,2011-05-02 06:49:00,42.20326 93.39716,Heh.. Rabbi Shergil says 'Work is a load of Bull..  invented by Humans' ...Oh yeah..anything for that Swede's life..
49,2011-05-02 06:57:00,42.21181 93.38877,Was watchin wrestlin  this mess is super wack when I was growing up it was the best thing ever!  These kids are gettin ripped off #smh
150,2011-05-02 07:15:00,42.25722 93.37959,To all the moms and dads and faithful people everywhere  I thank you for sacrificing for your children everywhere. #ldsconf
22,2011-05-02 07:59:00,42.17702 93.38358,Arcade fire. The Suburbs  magic!
132,2011-05-02 08:02:00,42.28258 93.23021,Front door at Prince of Wales Hotel  which has been under repair since I got her a week ago  is fixed! Champagne to be served in the lob
104,2011-05-02 08:19:00,42.16906 93.55812,Belom nyanyi banyak lagu natal :(
104,2011-05-02 08:20:00,42.27137 93.47105,eu aceitaria o Joe Jonas de presente de natal... #disneychannel HAUSHAS
40,2011-05-02 09:29:00,42.23717 93.32926,Man I hope Elliot Sadler is ok. Nasty wreck.
17,2011-05-02 11:44:00,42.23334 93.31568,#dontyoujusthateitwhen there are fights on Twitter! That's not what it's supposed to be for!
165,2011-05-02 12:12:00,42.21329 93.32007,My entire head is covered in foil. At least the government can't read my thoughts for the time being.
43,2011-05-02 12:17:00,42.2242 93.34084,We could smell smoke all last night.  Must be fire season in So Cal!
117,2011-05-02 13:38:00,42.23009 93.34084,; reign of fire.
76,2011-05-02 13:41:00,42.2124 93.35562,Demi Lovato's voice is amazing!
5,2011-05-02 14:09:00,42.22243 93.37519,Maybe it's my laptop since it bounces around so crazily half the time. I can't even delete it. #whatever Moving on....
131,2011-05-02 14:09:00,42.27196 93.44229,#Breakuplines I'm A HUNIT THOUSAND PERCENT SURE THAT DAViON JR. IS NOT MY KID #Maury !
153,2011-05-02 14:50:00,42.19294 93.40635,#ghettocrayoncolors not-tonight blue
186,2011-05-02 15:37:00,42.20415 93.34324,Playing God
24,2011-05-02 15:57:00,42.22302 93.33765,Ohhh No .!! Just Cause She Said That .!! She Bout To Make Me Bust Her Up .!! Aaron...This Is All Your Fault .!!
24,2011-05-02 15:57:00,42.24926 93.49462,home sweet home my bed is calln me and im bout to slap my bf and catch a case in a min $Million Dolla Girl$
24,2011-05-02 15:58:00,42.20503 93.42232,Yo today is going to be a glorious day hmmmmm
72,2011-05-02 16:22:00,42.264 93.20385,STAGE RIGHT | NOV. 22-28
72,2011-05-02 16:38:00,42.2469 93.34084,A Reality TV Head Count
169,2011-05-02 16:50:00,42.21004 93.36201,OH: 'So non-Jewish musical Seinfeld?'
127,2011-05-02 16:53:00,42.29702 93.52138,awww Nimmy is freaking out at the storm; he thinks the cracks of thunder is fireworks  which he's terrified of :x &lt;3
5,2011-05-02 17:21:00,42.28818 93.22981,Tonight is goin to be an everso lovely night indeed. With sum dark chocolate  cuddles nd an all well just awesome chilled nite wif zee b
69,2011-05-02 17:41:00,42.29879 93.24538,#dontyoujusthateitwhen you ask a question and it gets ignored. smh.
140,2011-05-02 17:44:00,42.17201 93.33086,I have a constant headache. wtf is on my mind
135,2011-05-02 19:02:00,42.18911 93.32806,Amei Sing My song for you :) perfeita.
84,2011-05-02 19:34:00,42.2413 93.46107,best thing abt my Sundays is I gt 2 listen 2 my kids tell me  in their own special ways  who Jesus is 2 them n hw much luv they hav 4 Hi
154,2011-05-02 19:36:00,42.2867 93.44269,Teen movies weekend! American Graffiti (1973)[B-]; Fast Times at Ridgemont High (1982)[B-]; The Breakfast Club (1985)[B]
154,2011-05-02 19:36:00,42.23776 93.34683,Chan just got through #1st round of American Idol auditions!
16,2011-05-02 19:42:00,42.21093 93.38718,Ahhh sitting with my blanky infront of the fire too good (:
17,2011-05-02 20:31:00,42.29113 93.39157,Government is not reason; it is not eloquent; it is force. Like fire  it is a dangerous servant and a fearful master
57,2011-05-02 21:08:00,42.22832 93.49542,columbus is one of those citities where most of the women/men suffer from closeminded 'groupthink'
57,2011-05-02 21:08:00,42.2466 93.44389,Media kit is coming along nicely! Hope to have a full version by the end of the week.
145,2011-05-02 21:38:00,42.17171 93.4359,I hope everyone is enjoying zone.
145,2011-05-02 21:38:00,42.2413 93.34923,In English there is no word to describe someone who has only one eye  but in Spanish there is! This  I believe  is historical (pirates).
60,2011-05-02 22:08:00,42.21506 93.35402,I mean  EVERYONE has my real name. Go look it up. Go search it. How is anyone supposed to find ME?
39,2011-05-02 22:42:00,42.241 93.33525,Wow  kind of amazing what Tuneyards is doin' w a vintage dress  coupla saxes and a lot of perc players. #4ad #summerstage
47,2011-05-03 00:36:00,42.27078 93.31808,FOOD STUFF; Nutritious Chips: Not an Oxymoron
47,2011-05-03 00:36:00,42.21329 93.34843,Liquid Nitrogen and the 30-Hour Cheeseburger  for Starters
56,2011-05-03 01:55:00,42.22331 93.35682,just realised MR OWL ATE MY METAL WORM  is exactly the same backwards :-0
150,2011-05-03 04:02:00,42.19795 93.39157,Duke has just been on fire tonight!!!!! Killing K-State!!! Way to go Duke!!!
73,2011-05-03 05:28:00,42.22066 93.34244,Predicting a Hurricain of Fire due to BP oil spill!
167,2011-05-03 06:17:00,42.23658 93.33206,whoa $150 ticket in GA if u text and drive??? that is HIGH!
167,2011-05-03 06:17:00,42.24985 93.30969,am not convinced that aiba's magical song is all that magical/ mageekaru~ lol
61,2011-05-03 06:48:00,42.24749 93.44389,Finally twitter is working again. But wat was up wiff da caterpiller and icecream cone? Ahaha
61,2011-05-03 06:48:00,42.23982 93.35482,Av got a feelin dat evrythin is gonna work out well...
4,2011-05-03 07:22:00,42.20651 93.21383,is at starbucks  where is everyone else??
161,2011-05-03 08:15:00,42.28346 93.38997,Grr . Lmfao i hatee that i totallyy likee my 'best friend'   i know he knows it too  my biggest fear is losinqq him . why do i treat him
17,2011-05-03 09:32:00,42.21329 93.34364,#ImMad Drake is in the Justin bieber music video wtf
121,2011-05-03 10:12:00,42.19795 93.29691,To Pick Up Buyers  Some New Lines
183,2011-05-03 10:53:00,42.23717 93.36241,IT IS RAINING AAAARGH. #wantmybeachtimedammit
76,2011-05-03 13:41:00,42.28464 93.47505,PEX: Kendrick & Dane story Episode 9 part 1 is already posted..thanks jammie! I sooo love it..
42,2011-05-03 13:45:00,42.24719 93.34204,I SWEAR this is no exaggeration . my grandmother is THE PERFECT WOMAN .
131,2011-05-03 13:48:00,42.24631 93.43311,Is at boyfrens dads house. Watchen mr.beaan ;D
151,2011-05-03 13:57:00,42.21594 93.34044,One of the results of 'fighting fire with fire' is a bigger fire. Fine if you want publicity; bad if trying to put out fire! Real motive
66,2011-05-03 15:00:00,42.19412 93.26296,#dearFutureHusband early morning sessions will b on fire!....wifey has 2 get her job done b4 we go 2 work
89,2011-05-03 16:44:00,42.23805 93.36241,soms tript #TD en me #UT doowd en twitter voor blackberry is gaar ;s
127,2011-05-03 16:53:00,42.17496 93.54654,The average person is about a quarter of an inch taller at night.
127,2011-05-03 16:53:00,42.22036 93.39397,C-Loc Words of Wisdom: At the end of the day the only thing that matters is your children & families. Everything else is just temporary.
51,2011-05-03 17:59:00,42.16287 93.40435,[I12]One of the Internet's strengths is its ability to help consumers find the right needle in a digital haystack of data.
117,2011-05-03 18:40:00,42.24631 93.31368,#dontyoujusthateitwhen you get so much homework and you forget about it and have to do it all really late at night so it's finished ?
135,2011-05-03 19:02:00,42.29113 93.53336,If I can apply my own advice tht I gave to others  to my own life wud be just great
176,2011-05-03 19:02:00,42.20651 93.35323,No 1 is perfect until u fall in luv wit dem
72,2011-05-03 19:19:00,42.23304 93.35243,What Killed F.D.R.?
54,2011-05-03 19:21:00,42.2239 93.53096,SUSTAINABLE MONEY; Why a Budget Is Like a Diet -- Ineffective
84,2011-05-03 19:34:00,42.22449 93.39556,The whole problem with the world is that fools and fanatics are always so certain of themselves  but wiser people so full of doubts.
154,2011-05-03 19:36:00,42.23393 93.33765,There's nothing like getting that passport stamped and walking on American soil knowing you made it back safely!
154,2011-05-03 19:36:00,42.2466 93.44549,Girl singing 'God Bless America' during the 7th inning stretch thinks she's auditioning for 'American Idol.'
154,2011-05-03 19:36:00,42.23481 93.33765,Recent study says 1 in 5 Americans play golf while 1 in 4 #scrapbook - in other words  more ppl use a Cricut than use a Caddie.
22,2011-05-03 19:46:00,42.20533 93.33485,Me siento como una LOSER por que no he visto 'Hurricane' ! :/
163,2011-05-03 20:34:00,42.21329 93.34044,#Entourage and #TrueBlood on #HBO is finally worth watching this season.
151,2011-05-03 20:37:00,42.21152 93.3732,Did I just watch Hurricane by 30 Seconds to Mars? Or was it Eyes Wide Shut? Can't tell the difference.
95,2011-05-03 21:03:00,42.17319 93.4407,#sherlock the whole 'good cop / artistic cop' thing is kind of fun.
95,2011-05-03 21:03:00,42.2127 93.35243,this is my new twitter account
57,2011-05-03 21:08:00,42.23393 93.20984,So why is one of my #EX(s) tryna come down here n I jus got up wit her on FB the other day..smh
166,2011-05-03 21:28:00,42.17997 93.41993,Don't judge a man by his actions... for the worth of a man is in his mind and his heart...
166,2011-05-03 21:28:00,42.24542 93.33805,love is a risk..u gta experience the bad n order to appreciate the good
145,2011-05-03 21:38:00,42.19029 93.53016,This body is not a home but an inn  and that only briefly
117,2011-05-03 21:52:00,42.24012 93.3692,In the office at chase Tower on the Grind..Got my staff working Till 9pm tonight..yeah it overtime for them..press for time..
60,2011-05-03 22:08:00,42.2696 93.4411,ughh my headd is killin meeee....
114,2011-05-03 23:01:00,42.24837 93.28652,Every small business in nation ought to rename itself BP or Archer Daniels to trick GOP into handing them free loans and tax breaks.
99,2011-05-03 23:49:00,42.2466 93.21303,hey guyz jus did a load of cleaning now chillin n its ma birthday tmrw cant wait guna party
124,2011-05-04 00:08:00,42.19825 93.43431,being shallow is a personal crisis.
124,2011-05-04 00:08:00,42.21535 93.3732,yup  the moolah's flowing on Wall St again. So are we done with our little crisis now?
181,2011-05-04 03:24:00,42.21712 93.39676,T.I n Tiny prove that true luv is blind
14,2011-05-04 04:22:00,42.21771 93.25577,The article I just RT'ed from Billboard also speaks of a possible #Cars reunion... all 4 surviving original members! Yay!
73,2011-05-04 05:28:00,42.2012 93.42831,If I see another bit of VT with an oily pelkican  I shall scream! The oil spill has killed just over 900. Let the BBC in fo a proper loo
73,2011-05-04 05:28:00,42.21329 93.39676,Just had a near bad spill on the vespa...my fault...an excellent reminder to slow down....ommmm.
79,2011-05-04 07:32:00,42.23127 93.24978,tem gente que devia ter pedido um pouco de virtude de natal :/
132,2011-05-04 08:02:00,42.27196 93.33685,Yuck  7 a.m is not a pretty time.
132,2011-05-04 08:02:00,42.23481 93.31648,OMG I feel like Leo is stalking me or smth. I 'saw' him three times in like 2 hours lol
3,2011-05-04 09:22:00,42.29319 93.28173,Old head walked in with a kangol on backwards and to the side 2 gold braclets gold watch gold necklace prada shades adidas suit off the
153,2011-05-04 09:33:00,42.20533 93.39357,Lets finish the day off with smores and a fire
23,2011-05-04 09:41:00,42.22272 93.38957,Fitness unso &lt;3 ll Komisch..
121,2011-05-04 10:12:00,42.23275 93.33485,From Communism to Congestion
69,2011-05-04 11:46:00,42.22302 93.33565,Ughhh come on Buckle tell me if I'm hired D: also I don't have butter for my popcorn D:
184,2011-05-04 11:46:00,42.2239 93.33126,#BreakUpLines: Who the hell is Keisha! & y she just wrote on yo #Wall sayin 'I had a good time last nite WINK FACE!
183,2011-05-04 11:47:00,42.21476 93.41473,Experience is a jewel  and it had need be so  for it is often purchased at an infinite rate. ~William Shakespeare
184,2011-05-04 11:55:00,42.20798 93.34124,What is this on BET?? I'm giving up on this channel smh
135,2011-05-04 12:18:00,42.21565 93.32247,Dublin bus is a disaster!
183,2011-05-04 12:43:00,42.28729 93.32487,Seems the heat is too much for the ants. I'm finding them only in places where there isn't any food. Maybe they're searching for water.
144,2011-05-04 12:54:00,42.27285 93.26695,But T Blair is beaten hands down by D Cameron for speed of achieving loopiness.
144,2011-05-04 12:54:00,42.21388 93.35482,Haha the phone is still ringing  and my bruva turns on the microwave #Ewo #natoblowupbethat
170,2011-05-04 13:26:00,42.21918 93.24419,er is geen eten dus ontbijt ik met een koekje  ziek of niet
170,2011-05-04 13:27:00,42.29172 93.29891,Life is too short to worry about what others say or think about you. So have fun and give them something to talk about!!
170,2011-05-04 13:30:00,42.23275 93.33965,Reading 'Youth' by Coetzee. He asks 'is the truth  happiness  unhappiness or the average of the two?'
76,2011-05-04 13:41:00,42.23127 93.24339,Twitter is finally working on my phone again. Too many tweets to catch up on! Omg! Haha
131,2011-05-04 13:54:00,42.28759 93.44589,Tunnel Of Death
151,2011-05-04 13:56:00,42.22361 93.33166,what do fire fighters do if their fire truck is on fire ?
153,2011-05-04 14:49:00,42.22331 93.33286,#GhettoCrayonColors World Star Hip Hop White
66,2011-05-04 15:00:00,42.27226 93.42951,Two grass fires and a house fire. It's been a hot and long day!
12,2011-05-04 15:27:00,42.19383 93.31688,LETTER; Hudson River Rail Tunnel
24,2011-05-04 15:57:00,42.167 93.29531,Okay ppl: There will be reminders throughout the month...but my birthday is in exactly 30 days...not lookin 4 gifts...just want y'all 2
140,2011-05-04 16:40:00,42.19913 93.45268,LOVE&&BASKETBALL is the best movie ever made x2!!
89,2011-05-04 16:43:00,42.27167 93.53975,Writing with pen. I like pen. Pen is good.
89,2011-05-04 16:44:00,42.2867 93.45308,I just realized the dad is from the car insurance commercials
121,2011-05-04 16:57:00,42.27992 93.49582,Who wants to get Chocolate Wasted?
15,2011-05-04 17:19:00,42.22862 93.37999,Practice is the best:)
103,2011-05-04 17:51:00,42.23566 93.32714,gonna tweet it up today this convention filled with antique is missing some stuff I expected
51,2011-05-04 17:59:00,42.29791 93.39476,is there actually a guy called Mario Bross? that's horrible  that's like a poor chinese kid with the last name Chu being named Pika
84,2011-05-04 19:34:00,42.21034 93.34124,#np is it a crime by sade....wooow *presses repeat*
70,2011-05-04 19:35:00,42.20945 93.56132,Net wakker... Ff peuk roken in der tuin dan maar is aan me dag beginnen... Bijna op vakantieeee :))))))))
135,2011-05-04 20:23:00,42.20031 93.39077,Bem que o 3 milenio podia ter twitter neh.....ja encomendava o meu.....rsrsrsr
163,2011-05-04 20:35:00,42.16611 93.36561,Yeah Sookie! Go for the werewolf instead of the vampire! #TrueBlood
163,2011-05-04 20:35:00,42.16611 93.46306,This is all a huge metaphor for domestic abuse. Get real life out of my #trueblood !
95,2011-05-04 21:03:00,42.24189 93.34604,multi talented is one way be a great designer .
169,2011-05-04 21:26:00,42.24955 93.33246,My radio alarm clock woke me up with a Trojan Fire and Ice condom ad. Lol.
145,2011-05-04 21:38:00,42.24041 93.34004,is dog sitting a very smart  spoiled dog
119,2011-05-04 21:44:00,42.22508 93.33805,VITAL SIGNS; Aging: Abdominal Surgery Risk May Rise With Age
117,2011-05-04 21:52:00,42.28847 93.44868,Thank goodness I finally got my internet back!  It's been a rough few days!
60,2011-05-04 22:08:00,42.27727 93.40635,For by grace you are saved through #faith  and that not of yourselves  it is the gift of #God not of works  lest anyone should boast.
60,2011-05-04 22:08:00,42.16994 93.40834,nothing is happening on twitter so im off to bed (i can almost bet that evry1 im following in the usa is gunna tweet now &gt;.&lt;) nigh
181,2011-05-05 03:24:00,42.24542 93.21223,Have your children read 'The Yearling?' It is a tender story of growing up and getting wiser.  Check it out.
158,2011-05-05 04:37:00,42.23511 93.5074,if what you have is really love  then i dont EVER wanna be in love. i refuse. #shoutoutstodisfunctional
117,2011-05-05 04:43:00,42.2699 93.42911,#dontyoujusthateitwhen your working and your bbm is going off the hook
61,2011-05-05 06:49:00,42.23481 93.34723,Yeay ! now mine is 777 tweets ! (this is 778) :) :)
61,2011-05-05 06:49:00,42.22832 93.35562,God loves you because of who God is  not because of anything you did or didn't do. (:
65,2011-05-05 07:12:00,42.18557 93.21743,Nothing much fighting sleep and listening to music!
4,2011-05-05 07:22:00,42.24513 93.46506,These old people behind me thinkk that starbucks is the greatest thing ever haha!
4,2011-05-05 07:22:00,42.24189 93.49262,Got starbucks and got all my school supplies. Its been a good weekend but schools tomorrow :'(
132,2011-05-05 08:02:00,42.19795 93.52298,What was going to be a wicked evening is now a standard one
104,2011-05-05 08:20:00,42.25958 93.37719,Wah ada film barbie spesial natal. Coba ada film barbie spesial lebaran terus barbienya pake kerudung.....
153,2011-05-05 09:33:00,42.21299 93.53616,The chicago fire players are such drama queens!
165,2011-05-05 10:59:00,42.20709 93.37479,Sittin here by the fire all by my lonesome self :(..goin home tmrw. i love you matt.
75,2011-05-05 11:13:00,42.20474 93.27734,In this biz of entertainment. Loyalty is a must  remember I'm very loyal to my ppl
114,2011-05-05 11:31:00,42.21476 93.27414,Nissan Recalling 143 000 Vehicles Vulnerable to Road Salt
114,2011-05-05 11:31:00,42.24041 93.52417,Nissan Celebrates 40 Years of Z With a Limited-Edition Model
184,2011-05-05 11:40:00,42.20562 93.54694,moms is making empanadas tonight!!!!! Whos Coming over for dinner????
144,2011-05-05 12:54:00,42.23009 93.34763,#Froyo is aan het installeren. Op ongeveer de helft! #HTC #Desire
144,2011-05-05 12:54:00,42.23687 93.35283,Insist on yourself; never imitate... Every great man is unique.
131,2011-05-05 13:08:00,42.23805 93.54894,Alright my bed is calling me......good day.
79,2011-05-05 13:13:00,42.27019 93.48863,'what is this?' NOT 'wa iii dis' wtf
131,2011-05-05 14:00:00,42.24719 93.40914,HAHA! if you out & and then not you get this symbol &not I don't even know what that is
5,2011-05-05 14:09:00,42.24218 93.33246,When I get married my man better have lots of boys cuz I got 5 girls on my bridesmaid list! Lol
